Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Active,form_sequence_id
dp_110,decode_panel_form,,dropdown,Etiology/Agent (1) for this condition <br>(if not indicated in Diagnosis Standard or if there are multiple agents),"CH01410, Other Etiology/Agent | CH00288, Acinetobacter baumannii | CH01407, Acinetobacter spp. | CH01408, Actinobacillus spp. | CH00289, Adenovirus | CH00290, Adenovirus 40/41 | CH00291, Aeromonas spp. | CH00292, Ascaris lumbricoides | CH01933, Aspergillus spp. | CH00293, Astrovirus | CH01934, B. bronchiseptica | CH01935, B. holmseii | CH00756, B. parapertussis | CH00760, B. pertussis | CH01859, Bacillus spp. | CH00159, Bacillus subtilis | CH00294, Bartonella spp. | CH00755, Bordetella spp. (B. parapertussis/B. bronchiseptica) | CH01937, Bordetella spp. | CH00298, Brucella spp. | CH00299, Burkholderia pseudomallei | CH00303, Campylobacter coli | CH00304, Campylobacter jejuni | CH00160, Candida albicans | CH00197, Candida glabrata | CH00195, Candida parapsilosis | CH01938, Candida spp. | CH00196, Candida tropicalis | CH00307, Chikungunya virus | CH00308, Chlamydia pneumoniae | CH00309, Chlamydia trachomatis | CH01409, Clostridium difficile | CH00310, Corynebacterium diptheriae | CH01939, Clostridium spp. | CH01860, Coagulase negative Staphylococcus | CH00311, Corynebacterium ulcerans, Corynebacterium pseudotuberculosis | CH00312, Corynebactrium spp. (tox gene) | CH00313, Coxiella burnettii | CH00306, Crimean-Congo Hemorrhagic Fever virus (CCHF) | CH00161, Cryptococcus neoformans | CH00314, Cryptococcus neoformans, Cryptococcus gattii | CH00316, Cryptosporidium parvum | CH00317, Cytomegalovirus (CMV) | CH00318, Dengue (pan) | CH00319, Entamoeba histolytica | CH00177, Enterobacter cloacae | CH00323, Enterococcus faecium | CH00173, Enterococcus faecalis | CH01861, Enterococcus spp. | CH00325, Enterovirus | CH00163, Escherichia coli | CH00796, Escherichia coli/Shigella spp. | CH00331, Giardia spp | CH00191, Haemophilis parainfluenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00166, Haemophilus influenza | CH01202, Hepatitis A | CH01203, Hepatitis B | CH01204, Hepatitis C | CH01205, Hepatitis D | CH01206, Hepatitis E | CH00342, Herpes simplex virus 1 (HSV1) | CH00343, Herpes simplex virus 2 (HSV2) | CH00336, Human coronavirus 1 (229E) | CH00337, Human coronavirus 2 (NL63) | CH00338, Human coronavirus 3 (OC43) | CH00339, Human coronavirus 4 (HKU1) | CH01899, Human Immunodeficiency Virus (HIV) | CH00341, Human metapneumovirus (HMPV) | CH00345, Influenza A | CH00346, Influenza B | CH00348, Japanese encephalitis virus | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp. | CH01863, Klebsiella terragina | CH01819, Lassa Fever Virus | CH00350, Leptospira (pan-serovar) | CH00351, Listeria monocytogenes | CH00352, Measles | CH00780, MERS coronavirus | CH00355, Moraxella catarrhalis | CH00356, Mumps | CH01940, Mycobacterium spp. | CH00358, Mycobacterium tuberculosis | CH00359, Mycoplasma pneumoniae | CH00168, Neisseria meningitidis | CH00362, Nipah virus | CH00363, Norovirus GI | CH00364, Norovirus GII | CH00365, Orientia tsutsugamushi | CH00597, Plasmodium knowlesi | CH00596, Plasmodium malariae | CH00595, Plasmodium ovale | CH00368, Parainfluenza virus type 1 | CH00369, Parainfluenza virus type 2 | CH00370, Parainfluenza virus type 3 | CH00371, Parainfluenza virus type 4 | CH00366, Parechovirus | CH00367, Parvovirus B19 | CH00372, Plasmodium falciparum | CH00373, Plasmodium vivax | CH00374, Pneumocystis jirovecii | CH01411, Polymicrobial | CH00169, Proteus mirabilis | CH00170, Pseudomonas aeruginosa | CH00376, Respiratory syncytial virus (RSV) | CH00377, Rhinovirus | CH00378, Rickettsia spp. | CH00379, Rift Valley Fever | CH00380, Rotavirus A | CH00381, Rotavirus B | CH00382, Rotavirus C | CH00383, Rotavirus non-typable | CH00384, Rubella | CH00788, Salmonella enterica  sub-species paratyphi A | CH00786, Salmonella enterica  sub-species typhi | CH00784, Salmonella spp. | CH00388, Sapovirus I/II/IV | CH00389, Sapovirus V | CH01412, Shigella | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH01941, Staphylococcus spp. | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH00394, Streptococcus suis | CH00395, Toxoplasma gondii | CH00396, Treponema pallidum | CH00397, Trichuris trichuria | CH00398, Ureaplasma spp. | CH00399, Varicella zoster virus | CH00400, Vibrio cholerae | CH01864, Viridans streptococcus | CH00402, West Nile Virus | CH00403, Yellow Fever virus | CH00404, Yersinia spp. | CH00405, Zika",Type to begin search,autocomplete,,,,[dp_016]='CH00001',,,,,,,,1
dp_111,decode_panel_form,,text,Please describe the other  Etiology/Agent for this condition,,,,,,,[dp_110]='CH01410',,,,,,,,1
dp_112,decode_panel_form,,dropdown,Etiology/Agent (2) for this condition <br>(if not indicated in Diagnosis Standard or if there are multiple agents),"CH01410, Other Etiology/Agent | CH00288, Acinetobacter baumannii | CH01407, Acinetobacter spp. | CH01408, Actinobacillus spp. | CH00289, Adenovirus | CH00290, Adenovirus 40/41 | CH00291, Aeromonas spp. | CH00292, Ascaris lumbricoides | CH01933, Aspergillus spp. | CH00293, Astrovirus | CH01934, B. bronchiseptica | CH01935, B. holmseii | CH00756, B. parapertussis | CH00760, B. pertussis | CH01859, Bacillus spp. | CH00159, Bacillus subtilis | CH00294, Bartonella spp. | CH00755, Bordetella spp. (B. parapertussis/B. bronchiseptica) | CH01937, Bordetella spp. | CH00298, Brucella spp. | CH00299, Burkholderia pseudomallei | CH00303, Campylobacter coli | CH00304, Campylobacter jejuni | CH00160, Candida albicans | CH00197, Candida glabrata | CH00195, Candida parapsilosis | CH01938, Candida spp. | CH00196, Candida tropicalis | CH00307, Chikungunya virus | CH00308, Chlamydia pneumoniae | CH00309, Chlamydia trachomatis | CH01409, Clostridium difficile | CH00310, Corynebacterium diptheriae | CH01939, Clostridium spp. | CH01860, Coagulase negative Staphylococcus | CH00311, Corynebacterium ulcerans, Corynebacterium pseudotuberculosis | CH00312, Corynebactrium spp. (tox gene) | CH00313, Coxiella burnettii | CH00306, Crimean-Congo Hemorrhagic Fever virus (CCHF) | CH00161, Cryptococcus neoformans | CH00314, Cryptococcus neoformans, Cryptococcus gattii | CH00316, Cryptosporidium parvum | CH00317, Cytomegalovirus (CMV) | CH00318, Dengue (pan) | CH00319, Entamoeba histolytica | CH00177, Enterobacter cloacae | CH00323, Enterococcus faecium | CH00173, Enterococcus faecalis | CH01861, Enterococcus spp. | CH00325, Enterovirus | CH00163, Escherichia coli | CH00796, Escherichia coli/Shigella spp. | CH00331, Giardia spp | CH00191, Haemophilis parainfluenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00166, Haemophilus influenza | CH01202, Hepatitis A | CH01203, Hepatitis B | CH01204, Hepatitis C | CH01205, Hepatitis D | CH01206, Hepatitis E | CH00342, Herpes simplex virus 1 (HSV1) | CH00343, Herpes simplex virus 2 (HSV2) | CH00336, Human coronavirus 1 (229E) | CH00337, Human coronavirus 2 (NL63) | CH00338, Human coronavirus 3 (OC43) | CH00339, Human coronavirus 4 (HKU1) | CH01899, Human Immunodeficiency Virus (HIV) | CH00341, Human metapneumovirus (HMPV) | CH00345, Influenza A | CH00346, Influenza B | CH00348, Japanese encephalitis virus | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp. | CH01863, Klebsiella terragina | CH01819, Lassa Fever Virus | CH00350, Leptospira (pan-serovar) | CH00351, Listeria monocytogenes | CH00352, Measles | CH00780, MERS coronavirus | CH00355, Moraxella catarrhalis | CH00356, Mumps | CH01940, Mycobacterium spp. | CH00358, Mycobacterium tuberculosis | CH00359, Mycoplasma pneumoniae | CH00168, Neisseria meningitidis | CH00362, Nipah virus | CH00363, Norovirus GI | CH00364, Norovirus GII | CH00365, Orientia tsutsugamushi | CH00597, Plasmodium knowlesi | CH00596, Plasmodium malariae | CH00595, Plasmodium ovale | CH00368, Parainfluenza virus type 1 | CH00369, Parainfluenza virus type 2 | CH00370, Parainfluenza virus type 3 | CH00371, Parainfluenza virus type 4 | CH00366, Parechovirus | CH00367, Parvovirus B19 | CH00372, Plasmodium falciparum | CH00373, Plasmodium vivax | CH00374, Pneumocystis jirovecii | CH01411, Polymicrobial | CH00169, Proteus mirabilis | CH00170, Pseudomonas aeruginosa | CH00376, Respiratory syncytial virus (RSV) | CH00377, Rhinovirus | CH00378, Rickettsia spp. | CH00379, Rift Valley Fever | CH00380, Rotavirus A | CH00381, Rotavirus B | CH00382, Rotavirus C | CH00383, Rotavirus non-typable | CH00384, Rubella | CH00788, Salmonella enterica  sub-species paratyphi A | CH00786, Salmonella enterica  sub-species typhi | CH00784, Salmonella spp. | CH00388, Sapovirus I/II/IV | CH00389, Sapovirus V | CH01412, Shigella | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH01941, Staphylococcus spp. | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH00394, Streptococcus suis | CH00395, Toxoplasma gondii | CH00396, Treponema pallidum | CH00397, Trichuris trichuria | CH00398, Ureaplasma spp. | CH00399, Varicella zoster virus | CH00400, Vibrio cholerae | CH01864, Viridans streptococcus | CH00402, West Nile Virus | CH00403, Yellow Fever virus | CH00404, Yersinia spp. | CH00405, Zika",Type to begin search,autocomplete,,,,"[dp_110]<>""""",,,,,,,,1
dp_113,decode_panel_form,,text,Please describe the other  Etiology/Agent for this condition,,,,,,,[dp_112]='CH01410',,,,,,,,1
dp_114,decode_panel_form,,dropdown,Etiology/Agent (3) for this condition <br>(if not indicated in Diagnosis Standard or if there are multiple agents),"CH01410, Other Etiology/Agent | CH00288, Acinetobacter baumannii | CH01407, Acinetobacter spp. | CH01408, Actinobacillus spp. | CH00289, Adenovirus | CH00290, Adenovirus 40/41 | CH00291, Aeromonas spp. | CH00292, Ascaris lumbricoides | CH01933, Aspergillus spp. | CH00293, Astrovirus | CH01934, B. bronchiseptica | CH01935, B. holmseii | CH00756, B. parapertussis | CH00760, B. pertussis | CH01859, Bacillus spp. | CH00159, Bacillus subtilis | CH00294, Bartonella spp. | CH00755, Bordetella spp. (B. parapertussis/B. bronchiseptica) | CH01937, Bordetella spp. | CH00298, Brucella spp. | CH00299, Burkholderia pseudomallei | CH00303, Campylobacter coli | CH00304, Campylobacter jejuni | CH00160, Candida albicans | CH00197, Candida glabrata | CH00195, Candida parapsilosis | CH01938, Candida spp. | CH00196, Candida tropicalis | CH00307, Chikungunya virus | CH00308, Chlamydia pneumoniae | CH00309, Chlamydia trachomatis | CH01409, Clostridium difficile | CH00310, Corynebacterium diptheriae | CH01939, Clostridium spp. | CH01860, Coagulase negative Staphylococcus | CH00311, Corynebacterium ulcerans, Corynebacterium pseudotuberculosis | CH00312, Corynebactrium spp. (tox gene) | CH00313, Coxiella burnettii | CH00306, Crimean-Congo Hemorrhagic Fever virus (CCHF) | CH00161, Cryptococcus neoformans | CH00314, Cryptococcus neoformans, Cryptococcus gattii | CH00316, Cryptosporidium parvum | CH00317, Cytomegalovirus (CMV) | CH00318, Dengue (pan) | CH00319, Entamoeba histolytica | CH00177, Enterobacter cloacae | CH00323, Enterococcus faecium | CH00173, Enterococcus faecalis | CH01861, Enterococcus spp. | CH00325, Enterovirus | CH00163, Escherichia coli | CH00796, Escherichia coli/Shigella spp. | CH00331, Giardia spp | CH00191, Haemophilis parainfluenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00166, Haemophilus influenza | CH01202, Hepatitis A | CH01203, Hepatitis B | CH01204, Hepatitis C | CH01205, Hepatitis D | CH01206, Hepatitis E | CH00342, Herpes simplex virus 1 (HSV1) | CH00343, Herpes simplex virus 2 (HSV2) | CH00336, Human coronavirus 1 (229E) | CH00337, Human coronavirus 2 (NL63) | CH00338, Human coronavirus 3 (OC43) | CH00339, Human coronavirus 4 (HKU1) | CH01899, Human Immunodeficiency Virus (HIV) | CH00341, Human metapneumovirus (HMPV) | CH00345, Influenza A | CH00346, Influenza B | CH00348, Japanese encephalitis virus | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp. | CH01863, Klebsiella terragina | CH01819, Lassa Fever Virus | CH00350, Leptospira (pan-serovar) | CH00351, Listeria monocytogenes | CH00352, Measles | CH00780, MERS coronavirus | CH00355, Moraxella catarrhalis | CH00356, Mumps | CH01940, Mycobacterium spp. | CH00358, Mycobacterium tuberculosis | CH00359, Mycoplasma pneumoniae | CH00168, Neisseria meningitidis | CH00362, Nipah virus | CH00363, Norovirus GI | CH00364, Norovirus GII | CH00365, Orientia tsutsugamushi | CH00597, Plasmodium knowlesi | CH00596, Plasmodium malariae | CH00595, Plasmodium ovale | CH00368, Parainfluenza virus type 1 | CH00369, Parainfluenza virus type 2 | CH00370, Parainfluenza virus type 3 | CH00371, Parainfluenza virus type 4 | CH00366, Parechovirus | CH00367, Parvovirus B19 | CH00372, Plasmodium falciparum | CH00373, Plasmodium vivax | CH00374, Pneumocystis jirovecii | CH01411, Polymicrobial | CH00169, Proteus mirabilis | CH00170, Pseudomonas aeruginosa | CH00376, Respiratory syncytial virus (RSV) | CH00377, Rhinovirus | CH00378, Rickettsia spp. | CH00379, Rift Valley Fever | CH00380, Rotavirus A | CH00381, Rotavirus B | CH00382, Rotavirus C | CH00383, Rotavirus non-typable | CH00384, Rubella | CH00788, Salmonella enterica  sub-species paratyphi A | CH00786, Salmonella enterica  sub-species typhi | CH00784, Salmonella spp. | CH00388, Sapovirus I/II/IV | CH00389, Sapovirus V | CH01412, Shigella | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH01941, Staphylococcus spp. | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH00394, Streptococcus suis | CH00395, Toxoplasma gondii | CH00396, Treponema pallidum | CH00397, Trichuris trichuria | CH00398, Ureaplasma spp. | CH00399, Varicella zoster virus | CH00400, Vibrio cholerae | CH01864, Viridans streptococcus | CH00402, West Nile Virus | CH00403, Yellow Fever virus | CH00404, Yersinia spp. | CH00405, Zika",Type to begin search,autocomplete,,,,"[dp_112]<>""""",,,,,,,,1
dp_115,decode_panel_form,,text,Please describe the other  Etiology/Agent for this condition,,,,,,,[dp_114]='CH01410',,,,,,,,1
dp_108_uc_etio_4,decode_panel_form,,dropdown,Etiology/Agent (4) for this condition <br>(if not indicated in Diagnosis Standard or if there are multiple agents),"CH01410, Other Etiology/Agent | CH00288, Acinetobacter baumannii | CH01407, Acinetobacter spp. | CH01408, Actinobacillus spp. | CH00289, Adenovirus | CH00290, Adenovirus 40/41 | CH00291, Aeromonas spp. | CH00292, Ascaris lumbricoides | CH01933, Aspergillus spp. | CH00293, Astrovirus | CH01934, B. bronchiseptica | CH01935, B. holmseii | CH00756, B. parapertussis | CH00760, B. pertussis | CH01859, Bacillus spp. | CH00159, Bacillus subtilis | CH00294, Bartonella spp. | CH00755, Bordetella spp. (B. parapertussis/B. bronchiseptica) | CH01937, Bordetella spp. | CH00298, Brucella spp. | CH00299, Burkholderia pseudomallei | CH00303, Campylobacter coli | CH00304, Campylobacter jejuni | CH00160, Candida albicans | CH00197, Candida glabrata | CH00195, Candida parapsilosis | CH01938, Candida spp. | CH00196, Candida tropicalis | CH00307, Chikungunya virus | CH00308, Chlamydia pneumoniae | CH00309, Chlamydia trachomatis | CH01409, Clostridium difficile | CH00310, Corynebacterium diptheriae | CH01939, Clostridium spp. | CH01860, Coagulase negative Staphylococcus | CH00311, Corynebacterium ulcerans, Corynebacterium pseudotuberculosis | CH00312, Corynebactrium spp. (tox gene) | CH00313, Coxiella burnettii | CH00306, Crimean-Congo Hemorrhagic Fever virus (CCHF) | CH00161, Cryptococcus neoformans | CH00314, Cryptococcus neoformans, Cryptococcus gattii | CH00316, Cryptosporidium parvum | CH00317, Cytomegalovirus (CMV) | CH00318, Dengue (pan) | CH00319, Entamoeba histolytica | CH00177, Enterobacter cloacae | CH00323, Enterococcus faecium | CH00173, Enterococcus faecalis | CH01861, Enterococcus spp. | CH00325, Enterovirus | CH00163, Escherichia coli | CH00796, Escherichia coli/Shigella spp. | CH00331, Giardia spp | CH00191, Haemophilis parainfluenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00166, Haemophilus influenza | CH01202, Hepatitis A | CH01203, Hepatitis B | CH01204, Hepatitis C | CH01205, Hepatitis D | CH01206, Hepatitis E | CH00342, Herpes simplex virus 1 (HSV1) | CH00343, Herpes simplex virus 2 (HSV2) | CH00336, Human coronavirus 1 (229E) | CH00337, Human coronavirus 2 (NL63) | CH00338, Human coronavirus 3 (OC43) | CH00339, Human coronavirus 4 (HKU1) | CH01899, Human Immunodeficiency Virus (HIV) | CH00341, Human metapneumovirus (HMPV) | CH00345, Influenza A | CH00346, Influenza B | CH00348, Japanese encephalitis virus | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp. | CH01863, Klebsiella terragina | CH01819, Lassa Fever Virus | CH00350, Leptospira (pan-serovar) | CH00351, Listeria monocytogenes | CH00352, Measles | CH00780, MERS coronavirus | CH00355, Moraxella catarrhalis | CH00356, Mumps | CH01940, Mycobacterium spp. | CH00358, Mycobacterium tuberculosis | CH00359, Mycoplasma pneumoniae | CH00168, Neisseria meningitidis | CH00362, Nipah virus | CH00363, Norovirus GI | CH00364, Norovirus GII | CH00365, Orientia tsutsugamushi | CH00597, Plasmodium knowlesi | CH00596, Plasmodium malariae | CH00595, Plasmodium ovale | CH00368, Parainfluenza virus type 1 | CH00369, Parainfluenza virus type 2 | CH00370, Parainfluenza virus type 3 | CH00371, Parainfluenza virus type 4 | CH00366, Parechovirus | CH00367, Parvovirus B19 | CH00372, Plasmodium falciparum | CH00373, Plasmodium vivax | CH00374, Pneumocystis jirovecii | CH01411, Polymicrobial | CH00169, Proteus mirabilis | CH00170, Pseudomonas aeruginosa | CH00376, Respiratory syncytial virus (RSV) | CH00377, Rhinovirus | CH00378, Rickettsia spp. | CH00379, Rift Valley Fever | CH00380, Rotavirus A | CH00381, Rotavirus B | CH00382, Rotavirus C | CH00383, Rotavirus non-typable | CH00384, Rubella | CH00788, Salmonella enterica  sub-species paratyphi A | CH00786, Salmonella enterica  sub-species typhi | CH00784, Salmonella spp. | CH00388, Sapovirus I/II/IV | CH00389, Sapovirus V | CH01412, Shigella | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH01941, Staphylococcus spp. | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH00394, Streptococcus suis | CH00395, Toxoplasma gondii | CH00396, Treponema pallidum | CH00397, Trichuris trichuria | CH00398, Ureaplasma spp. | CH00399, Varicella zoster virus | CH00400, Vibrio cholerae | CH01864, Viridans streptococcus | CH00402, West Nile Virus | CH00403, Yellow Fever virus | CH00404, Yersinia spp. | CH00405, Zika",Type to begin search,autocomplete,,,,"[dp_114]<>""""",,,,,,,,1
dp_108_uc_etio_4_oth,decode_panel_form,,text,Please describe the other  Etiology/Agent for this condition,,,,,,,[dp_108_uc_etio_4]='CH01410',,,,,,,,1
dp_108_uc_etio_5,decode_panel_form,,dropdown,Etiology/Agent (5) for this condition <br>(if not indicated in Diagnosis Standard or if there are multiple agents),"CH01410, Other Etiology/Agent | CH00288, Acinetobacter baumannii | CH01407, Acinetobacter spp. | CH01408, Actinobacillus spp. | CH00289, Adenovirus | CH00290, Adenovirus 40/41 | CH00291, Aeromonas spp. | CH00292, Ascaris lumbricoides | CH01933, Aspergillus spp. | CH00293, Astrovirus | CH01934, B. bronchiseptica | CH01935, B. holmseii | CH00756, B. parapertussis | CH00760, B. pertussis | CH01859, Bacillus spp. | CH00159, Bacillus subtilis | CH00294, Bartonella spp. | CH00755, Bordetella spp. (B. parapertussis/B. bronchiseptica) | CH01937, Bordetella spp. | CH00298, Brucella spp. | CH00299, Burkholderia pseudomallei | CH00303, Campylobacter coli | CH00304, Campylobacter jejuni | CH00160, Candida albicans | CH00197, Candida glabrata | CH00195, Candida parapsilosis | CH01938, Candida spp. | CH00196, Candida tropicalis | CH00307, Chikungunya virus | CH00308, Chlamydia pneumoniae | CH00309, Chlamydia trachomatis | CH01409, Clostridium difficile | CH00310, Corynebacterium diptheriae | CH01939, Clostridium spp. | CH01860, Coagulase negative Staphylococcus | CH00311, Corynebacterium ulcerans, Corynebacterium pseudotuberculosis | CH00312, Corynebactrium spp. (tox gene) | CH00313, Coxiella burnettii | CH00306, Crimean-Congo Hemorrhagic Fever virus (CCHF) | CH00161, Cryptococcus neoformans | CH00314, Cryptococcus neoformans, Cryptococcus gattii | CH00316, Cryptosporidium parvum | CH00317, Cytomegalovirus (CMV) | CH00318, Dengue (pan) | CH00319, Entamoeba histolytica | CH00177, Enterobacter cloacae | CH00323, Enterococcus faecium | CH00173, Enterococcus faecalis | CH01861, Enterococcus spp. | CH00325, Enterovirus | CH00163, Escherichia coli | CH00796, Escherichia coli/Shigella spp. | CH00331, Giardia spp | CH00191, Haemophilis parainfluenzae | CH00205, Haemophilus influenza Type A | CH00179, Haemophilus influenza Type B | CH00166, Haemophilus influenza | CH01202, Hepatitis A | CH01203, Hepatitis B | CH01204, Hepatitis C | CH01205, Hepatitis D | CH01206, Hepatitis E | CH00342, Herpes simplex virus 1 (HSV1) | CH00343, Herpes simplex virus 2 (HSV2) | CH00336, Human coronavirus 1 (229E) | CH00337, Human coronavirus 2 (NL63) | CH00338, Human coronavirus 3 (OC43) | CH00339, Human coronavirus 4 (HKU1) | CH01899, Human Immunodeficiency Virus (HIV) | CH00341, Human metapneumovirus (HMPV) | CH00345, Influenza A | CH00346, Influenza B | CH00348, Japanese encephalitis virus | CH00181, Kingella kingae | CH00158, Klebsiella pneumoniae | CH01862, Klebsiella spp. | CH01863, Klebsiella terragina | CH01819, Lassa Fever Virus | CH00350, Leptospira (pan-serovar) | CH00351, Listeria monocytogenes | CH00352, Measles | CH00780, MERS coronavirus | CH00355, Moraxella catarrhalis | CH00356, Mumps | CH01940, Mycobacterium spp. | CH00358, Mycobacterium tuberculosis | CH00359, Mycoplasma pneumoniae | CH00168, Neisseria meningitidis | CH00362, Nipah virus | CH00363, Norovirus GI | CH00364, Norovirus GII | CH00365, Orientia tsutsugamushi | CH00597, Plasmodium knowlesi | CH00596, Plasmodium malariae | CH00595, Plasmodium ovale | CH00368, Parainfluenza virus type 1 | CH00369, Parainfluenza virus type 2 | CH00370, Parainfluenza virus type 3 | CH00371, Parainfluenza virus type 4 | CH00366, Parechovirus | CH00367, Parvovirus B19 | CH00372, Plasmodium falciparum | CH00373, Plasmodium vivax | CH00374, Pneumocystis jirovecii | CH01411, Polymicrobial | CH00169, Proteus mirabilis | CH00170, Pseudomonas aeruginosa | CH00376, Respiratory syncytial virus (RSV) | CH00377, Rhinovirus | CH00378, Rickettsia spp. | CH00379, Rift Valley Fever | CH00380, Rotavirus A | CH00381, Rotavirus B | CH00382, Rotavirus C | CH00383, Rotavirus non-typable | CH00384, Rubella | CH00788, Salmonella enterica  sub-species paratyphi A | CH00786, Salmonella enterica  sub-species typhi | CH00784, Salmonella spp. | CH00388, Sapovirus I/II/IV | CH00389, Sapovirus V | CH01412, Shigella | CH00171, Staphylococcus aureus | CH00172, Staphylococcus epidermidis | CH01941, Staphylococcus spp. | CH00194, Stenotrophomonas maltophilia | CH00193, Stomatococcus mucilaginosus | CH00214, Streptococcus agalactiae | CH00174, Streptococcus pneumoniae | CH00175, Streptococcus pyogenes | CH00176, Streptococcus sanguinis | CH01865, Streptococcus spp | CH00394, Streptococcus suis | CH00395, Toxoplasma gondii | CH00396, Treponema pallidum | CH00397, Trichuris trichuria | CH00398, Ureaplasma spp. | CH00399, Varicella zoster virus | CH00400, Vibrio cholerae | CH01864, Viridans streptococcus | CH00402, West Nile Virus | CH00403, Yellow Fever virus | CH00404, Yersinia spp. | CH00405, Zika",Type to begin search,autocomplete,,,,"[dp_108_uc_etio_4]<>""""",,,,,,,,1
dp_108_uc_etio_5_oth,decode_panel_form,,text,Please describe the other  Etiology/Agent for this condition,,,,,,,[dp_108_uc_etio_5]='CH01410',,,,,,,,1
dp_116,decode_panel_form,,text,Approximate time interval from onset to death,,"integer<br> if entered, units mandatory",integer,,,,[dp_016]='CH00001',,,,,,,,1
dp_117,decode_panel_form,,radio,Indicate time units,"CH01113, Hours|CH01114, Days|CH01115, Weeks|CH01116, Months|CH01117, Years",,,,,,"[dp_116] <>""""",y,,,,,,,1
dp_157,decode_panel_form,,checkbox,"For this cause of death, which data source(s) were the most essential to the panel?","CH01390, Case clinical data | CH01391, Antemortem microbiology/culture results | CH01392, Antemortem molecular diagnostics | CH03961, Antemortem HIV testing | CH03962, Antemortem TB testing | CH03963, Antemortem malaria testing | CH03964, Antemortem HB testing | CH03965, Postmortem microbiology/culture results | CH03966, Postmortem molecular diagnostics (TAC) | CH01393, Postmortem HIV testing | CH01394, Postmortem TB testing | CH01395, Postmortem malaria testing | CH03967, Postmortem HB testing | CH01396, Verbal autopsy narrative | CH01397, Verbal autopsy - list of symptoms/conditions | CH01398, MITS photography | CH01399, MITS measurements | CH01400, Pathology - local final report | CH03968, Pathology - Reference lab diagnosis | CH03969, Pathology - Reference lab immunohistochemistry | CH03970, Pathology - Reference lab PCR | CH01895, Other",Check all that apply,,,,,[dp_016]='CH00001',,,,,,,,1
dp_157_oth,decode_panel_form,,text,Other source,,,,,,,[dp_157(CH01895)]=1,,,,,,,,1
dp_018,decode_panel_form,3(b) Disease or condition directly leading to death,text,Immediate cause of death ,,Line (a) on WHO Death Certificate. ,,,,,([dp_016]='CH00001' AND [dp_155]='CH00001'),,,,,,,,1
dp_019,decode_panel_form,,radio,Diagnosis standard level of certainty,"CH00722, 1 |CH00723, 2 | CH00724, 3",,,,,,([dp_016]='CH00001' AND [dp_155]='CH00001'),,,,,,,,1
